web-scraper-order,web-scraper-start-url,app,app-href,title,developer-link,developer,developer-website,faq-link,app-category,rating,reviews,image-src
"1586362259-1595","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=85&pricing=all&requirements=off&sort_by=installed","Pre‑Order Helper","https://apps.shopify.com/pre-order-helper?surface_detail=all&surface_inter_position=85&surface_intra_position=9&surface_type=category","Pre‑Order Helper","https://apps.shopify.com/partners/goldj","Wholesale Helper","https://www.singlepageorderform.com/app/privacy_policy.html","https://wholesale-helper.gitbook.io/project/pre-order-helper","Store design","4.8 of 5 stars","(4 reviews)","https://apps.shopifycdn.com/listing_images/3c05ab4cca5305504831d5c22559e675/icon/0fe73889c7c185aa11271eafe56b0ad5.jpg?height=84&quality=90&width=84"
"1586365839-2105","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=64&pricing=all&requirements=off&sort_by=installed","Bonanza Integration","https://apps.shopify.com/bonanza-marketplace-integration?surface_detail=all&surface_inter_position=64&surface_intra_position=3&surface_type=category","Bonanza Integration","https://apps.shopify.com/partners/cedcommerce","CedCommerce","https://apps.cedcommerce.com/","https://apps.cedcommerce.com/marketplace-integration/bonanza/help/index","Places to sell","4.5 of 5 stars","(48 reviews)","https://apps.shopifycdn.com/listing_images/57111fcff38dafc4516975f7f42c6718/icon/5f42af523eea8460f2d1de9028bc218e.png?height=84&width=84"
"1586367149-2706","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=39&pricing=all&requirements=off&sort_by=installed","One‑Click Checkout","https://apps.shopify.com/one-click-checkout?surface_detail=all&surface_inter_position=39&surface_intra_position=2&surface_type=category","One‑Click Checkout","https://apps.shopify.com/partners/spurit","SpurIT","https://spur-i-t.com/","https://spurit.atlassian.net/wiki/spaces/SUP/pages/15269914/One-Click+Checkout","Store design","4.8 of 5 stars","(135 reviews)","https://apps.shopifycdn.com/listing_images/3628e3596a07e60fe1c2ad323e867d5b/icon/d9b1432bca5cefe67292bdce4fb73b1b.jpg?height=84&quality=90&width=84"
"1586366846-2566","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=44&pricing=all&requirements=off&sort_by=installed","CartShaker: Shake Cart Button","https://apps.shopify.com/cartshaker?surface_detail=all&surface_inter_position=44&surface_intra_position=22&surface_type=category","CartShaker: Shake Cart Button","https://apps.shopify.com/partners/comcode-d-o-o1","COMCODE","null","https://ecomboost.co/cartshaker-privacy-policy/","Store design","4.9 of 5 stars","(18 reviews)","https://apps.shopifycdn.com/listing_images/9478dd7489bbcd29e1bdb663a8fd0260/icon/6f7c6845e39ce630ddcb209266a60006.png?height=84&width=84"
"1586368657-3397","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=10&pricing=all&requirements=off&sort_by=installed","Tabs by Station","https://apps.shopify.com/tabs-by-station?surface_detail=all&surface_inter_position=10&surface_intra_position=7&surface_type=category","Tabs by Station","https://apps.shopify.com/partners/station","Station","https://stationmade.com/pages/tabs","https://docs.stationmade.com/category/40-tabs","Store design","4.9 of 5 stars","(129 reviews)","https://apps.shopifycdn.com/listing_images/861da965b47ea66d2b05e5e6808006d9/icon/b9c2da9f5e00b06462b9ac6fc8817b99.png?height=84&width=84"
"1586366152-2249","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=58&pricing=all&requirements=off&sort_by=installed","Leadslide Free Shipping Bar","https://apps.shopify.com/coupon-notification-social-media-free-shipping-bar?surface_detail=all&surface_inter_position=58&surface_intra_position=3&surface_type=category","Leadslide Free Shipping Bar","https://apps.shopify.com/partners/developer-dd332b77623f4d86","Leadslide","https://leadslide.com/privacy-policy","https://leadslide.com","Store design","5.0 of 5 stars","(6 reviews)","https://apps.shopifycdn.com/listing_images/4a67f2ec9f19ae6cf167ddac92e5320b/icon/b9e613f9616ffacff636f94b07c34a24.png?height=84&width=84"
"1586367012-2642","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=41&pricing=all&requirements=off&sort_by=installed","JivoChat Business Live Chat","https://apps.shopify.com/jivochat?surface_detail=all&surface_inter_position=41&surface_intra_position=18&surface_type=category","JivoChat Business Live Chat","https://apps.shopify.com/partners/jivochat","JivoChat","https://www.jivochat.com/","https://www.jivochat.com/help","Customer support","4.7 of 5 stars","(87 reviews)","https://apps.shopifycdn.com/listing_images/5c11d7a0798d5e6d34958207d7b32b9b/icon/a08cbad36f000da833c299cc40a00a39.png?height=84&width=84"
"1586367180-2720","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=38&pricing=all&requirements=off&sort_by=installed","Exchange It","https://apps.shopify.com/exchange-it?surface_detail=all&surface_inter_position=38&surface_intra_position=12&surface_type=category","Exchange It","https://apps.shopify.com/partners/approachable","Approachable","null","null","Orders and shipping","4.7 of 5 stars","(18 reviews)","https://apps.shopifycdn.com/listing_images/517e05d0193f5f00d509d81bb6ccf7b8/icon/4d10518a29db40c7cc60341289a992ef.jpg?height=84&quality=90&width=84"
"1586361879-1434","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=92&pricing=all&requirements=off&sort_by=installed","Accelerated Mobile Pages","https://apps.shopify.com/g-amp?surface_detail=all&surface_inter_position=92&surface_intra_position=2&surface_type=category","Accelerated Mobile Pages","https://apps.shopify.com/partners/openthinkgroup","Open Think Group, Inc.","https://openthinkgroup.com/g-amp","https://openthinkgroup.com/blogs/g-amp/g-amp-for-shopify-faqs","Store design","5.0 of 5 stars","(7 reviews)","https://apps.shopifycdn.com/listing_images/50e1e69d17622646a11abb7874c77ca0/icon/a4b82ccfd8e50038c0afb43397a53596.jpg?height=84&quality=90&width=84"
"1586361649-1327","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=96&pricing=all&requirements=off&sort_by=installed","ProductPix","https://apps.shopify.com/productpixprod?surface_detail=all&surface_inter_position=96&surface_intra_position=13&surface_type=category","ProductPix","https://apps.shopify.com/partners/productpix","ProductPix","https://www.proproductpix.org/","https://app.proproductpix.org/#/support","Store design","4.3 of 5 stars","(3 reviews)","https://apps.shopifycdn.com/listing_images/884634b1bf26934851b20ed758d44a9c/icon/ad198a30237197052befe422de82b4f6.png?height=84&width=84"
"1586363894-1762","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=78&pricing=all&requirements=off&sort_by=installed","PWA ‑ iOS & Android Mobile App","https://apps.shopify.com/litefy-pwa?surface_detail=all&surface_inter_position=78&surface_intra_position=10&surface_type=category","PWA ‑ iOS & Android Mobile App","https://apps.shopify.com/partners/developer-ed81cdb5474b6d61","Litefy","https://litefy.com","https://intercom.help/litefy-shopify-pwa","Store design","5.0 of 5 stars","(45 reviews)","https://apps.shopifycdn.com/listing_images/9b696df44d5729b4e6cf474047e519cf/icon/d7c4632ab88ddde13a3bcc8e34e0603c.png?height=84&width=84"
"1586365949-2155","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=62&pricing=all&requirements=off&sort_by=installed","Shoppy: A Better Slack Bot","https://apps.shopify.com/shoppy-a-better-shopify-slack-app-by-emerald-io?surface_detail=all&surface_inter_position=62&surface_intra_position=1&surface_type=category","Shoppy: A Better Slack Bot","https://apps.shopify.com/partners/emerald1","Emerald","https://shoppy.emerald.io/privacy","https://emerald.io","Productivity","5.0 of 5 stars","(6 reviews)","https://apps.shopifycdn.com/listing_images/9f6a6652759cc029c64a6cdc5e1d9f16/icon/3e55570b88dbfb4dfdbe45b0088d0429.png?height=84&width=84"
"1586367342-2795","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=35&pricing=all&requirements=off&sort_by=installed","Easy Popup","https://apps.shopify.com/promo-popup?surface_detail=all&surface_inter_position=35&surface_intra_position=9&surface_type=category","Easy Popup","https://apps.shopify.com/partners/zotabox","Zotabox","http://info.zotabox.com","http://info.zotabox.com/faq/","Store design","4.8 of 5 stars","(58 reviews)","https://apps.shopifycdn.com/listing_images/e8247693caa36bb88b25c837cb55b75d/icon/f2d5268319d94eb9afc4967018b50f60.png?height=84&width=84"
"1586361765-1381","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=94&pricing=all&requirements=off&sort_by=installed","Push Notifications PushAssist","https://apps.shopify.com/web-push-notifications?surface_detail=all&surface_inter_position=94&surface_intra_position=7&surface_type=category","Push Notifications PushAssist","https://apps.shopify.com/partners/pushassist","PushAssist","https://pushassist.com","https://pushassist.com/knowledgebase/","Store design","2.8 of 5 stars","(6 reviews)","https://apps.shopifycdn.com/listing_images/44a0e0ddb4d35048284a759262d7423c/icon/7db8a1cd667c59f193a199681d8cf519.png?height=84&width=84"
"1586367070-2669","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=40&pricing=all&requirements=off&sort_by=installed","Variant Title King","https://apps.shopify.com/variant-title-king-app?surface_detail=all&surface_inter_position=40&surface_intra_position=15&surface_type=category","Variant Title King","https://apps.shopify.com/partners/starapps-studio","StarApps Studio","https://variant-title-king.starapps.studio/pages/privacy-policy","https://www.starapps.studio","Store design","5.0 of 5 stars","(21 reviews)","https://apps.shopifycdn.com/listing_images/c14cfbe463a9a1d4fbdce42f6e5b9b6c/icon/04f0ef92fcc253f936add321b1fa0ffc.png?height=84&width=84"
"1586368499-3324","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=13&pricing=all&requirements=off&sort_by=installed","SendOwl","https://apps.shopify.com/sendowl?surface_detail=all&surface_inter_position=13&surface_intra_position=8&surface_type=category","SendOwl","https://apps.shopify.com/partners/dda","SendOwl","https://www.sendowl.com/shopify","https://help.sendowl.com","Orders and shipping","4.6 of 5 stars","(129 reviews)","https://apps.shopifycdn.com/listing_images/eb093c6833db2d217efae818edddb61c/icon/64a2610bb5a49dd6ea28e0a748320d21.png?height=84&width=84"
"1586368099-3139","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=21&pricing=all&requirements=off&sort_by=installed","T‑Pop: Print on Demand","https://apps.shopify.com/tpop?surface_detail=all&surface_inter_position=21&surface_intra_position=1&surface_type=category","T‑Pop: Print on Demand","https://apps.shopify.com/partners/popthemes","T-Pop","https://www.tpop.eu","https://support.tpop.eu","Finding and adding products","4.9 of 5 stars","(58 reviews)","https://apps.shopifycdn.com/listing_images/f480ce878ada760ee11f2910168f1f3a/icon/5a6bb3980ea4a17eea0196b38613e678.png?height=84&width=84"
"1586362451-1614","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=84&pricing=all&requirements=off&sort_by=installed","Countdown Timer Bar Ultimate","https://apps.shopify.com/countdown-timer-bar-ultimate?surface_detail=all&surface_inter_position=84&surface_intra_position=14&surface_type=category","Countdown Timer Bar Ultimate","https://apps.shopify.com/partners/kilatech","KILATECH","null","null","Store design","4.8 of 5 stars","(75 reviews)","https://apps.shopifycdn.com/listing_images/3c8e69d1e0824ce76aa8e6c9e9c43ce1/icon/223b9c6998f3165e526f06b3b5a78b59.jpg?height=84&quality=90&width=84"
"1586364052-1780","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=77&pricing=all&requirements=off&sort_by=installed","Adept Search ‑ AI Search","https://apps.shopify.com/adeptmind?surface_detail=all&surface_inter_position=77&surface_intra_position=16&surface_type=category","Adept Search ‑ AI Search","https://apps.shopify.com/partners/tedsczelecki","Adeptmind","https://app.adeptmind.ai/s","https://adeptmind.ai/faq/","Store design","4.4 of 5 stars","(19 reviews)","https://apps.shopifycdn.com/listing_images/36d68141061dfb4e99eddcdac7fe7e89/icon/82551982cba5cc58e85281696770ceed.jpg?height=84&quality=90&width=84"
"1586367689-2955","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=28&pricing=all&requirements=off&sort_by=installed","Customify ‑ Product Customizer","https://apps.shopify.com/customify?surface_detail=all&surface_inter_position=28&surface_intra_position=17&surface_type=category","Customify ‑ Product Customizer","https://apps.shopify.com/partners/special4u","Customify","https://www.customify.co","https://kb.customify.co/hc/en-us/sections/360000078901-FAQ","Store design","4.6 of 5 stars","(176 reviews)","https://apps.shopifycdn.com/listing_images/b22b86978b5cc53c20e7176b724c4bcf/icon/dc4d96bf0f31bc7407bce9b79ad41e8c.jpg?height=84&quality=90&width=84"
"1586365652-2018","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=67&pricing=all&requirements=off&sort_by=installed","Order Merger ‑ Combine Orders","https://apps.shopify.com/order-merger?surface_detail=all&surface_inter_position=67&surface_intra_position=18&surface_type=category","Order Merger ‑ Combine Orders","https://apps.shopify.com/partners/stilyo","StilyoApps","https://www.stilyoapps.info","https://www.stilyoapps.info/order-merger","Orders and shipping","4.8 of 5 stars","(21 reviews)","https://apps.shopifycdn.com/listing_images/9ad9fa12867f3305e921a7dedcf76cc7/icon/38eaab8fca1f8948a92d09a4258ebd00.jpg?height=84&quality=90&width=84"
"1586366286-2310","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=55&pricing=all&requirements=off&sort_by=installed","Inkybay ‑ Product Customizer","https://apps.shopify.com/productsdesigner?surface_detail=all&surface_inter_position=55&surface_intra_position=14&surface_type=category","Inkybay ‑ Product Customizer","https://apps.shopify.com/partners/efolillc","EFOLI, LLC","https://www.productsdesigner.com/privacy-policy/","https://www.productsdesigner.com/","Places to sell","4.7 of 5 stars","(66 reviews)","https://apps.shopifycdn.com/listing_images/6f8728d358e9b5456035503474f23a2e/icon/996869c6346f940abb2d4220f499d256.png?height=84&width=84"
"1586367450-2845","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=33&pricing=all&requirements=off&sort_by=installed","Make an Offer","https://apps.shopify.com/make-an-offer?surface_detail=all&surface_inter_position=33&surface_intra_position=7&surface_type=category","Make an Offer","https://apps.shopify.com/partners/statslight","makeanoffer","https://makeofferapp.herokuapp.com/static/private_policy","http://www.makeofferapp.com","Sales and conversion optimization","4.6 of 5 stars","(147 reviews)","https://apps.shopifycdn.com/listing_images/c7e3fe2671ce33603dd888b35526ef57/icon/2fd924a9026829b9c0b340fa03c2f70c.jpg?height=84&quality=90&width=84"
"1586361616-1312","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=97&pricing=all&requirements=off&sort_by=installed","Gifthy.io","https://apps.shopify.com/gifthy-io?surface_detail=all&surface_inter_position=97&surface_intra_position=4&surface_type=category","Gifthy.io","https://apps.shopify.com/partners/gifthy-io","Gifthy.io","https://gifthy.io","https://gifthy.io/faqs/","Sales and conversion optimization","4.3 of 5 stars","(6 reviews)","https://apps.shopifycdn.com/listing_images/58e78d2061d87dc184461208d4006221/icon/fd859bd6cc999c1e7f729fd7a7ebd711.jpg?height=84&quality=90&width=84"
"1586361792-1393","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=93&pricing=all&requirements=off&sort_by=installed","Product Videos by Omega","https://apps.shopify.com/related-videos-by-omega?surface_detail=all&surface_inter_position=93&surface_intra_position=19&surface_type=category","Product Videos by Omega","https://apps.shopify.com/partners/omegaapps","Omega","null","https://www.omegatheme.com","Store design","4.7 of 5 stars","(7 reviews)","https://apps.shopifycdn.com/listing_images/8bc511ee23ed5706e4efcc7284675fe9/icon/84a5ab49c218d98f844133c0f7c8c361.png?height=84&width=84"
"1586361571-1291","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=98&pricing=all&requirements=off&sort_by=installed","Easy Suggestions","https://apps.shopify.com/easy-suggestions?surface_detail=all&surface_inter_position=98&surface_intra_position=1&surface_type=category","Easy Suggestions","https://apps.shopify.com/partners/developer-e4fb71f8e71312c6","Softify OU","https://www.softify.co","https://helpdesk.softify.co","Sales and conversion optimization","5.0 of 5 stars","(7 reviews)","https://apps.shopifycdn.com/listing_images/f87152ae22fd15d6ea8f57163a70ef6a/icon/3f4f6a264271c30d21acd0c1f92aebd0.png?height=84&width=84"
"1586365828-2100","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=64&pricing=all&requirements=off&sort_by=installed","Jet Integration","https://apps.shopify.com/jet-integration?surface_detail=all&surface_inter_position=64&surface_intra_position=8&surface_type=category","Jet Integration","https://apps.shopify.com/partners/cedcommerce","CedCommerce","https://apps.cedcommerce.com/","https://apps.cedcommerce.com/integration/jet/faq/index","Places to sell","3.8 of 5 stars","(87 reviews)","https://apps.shopifycdn.com/listing_images/5c6572757797b3edb02915535ce47d11/icon/e2324fadb7fc627802852147ce9e0c87.png?height=84&width=84"
"1586367510-2873","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=32&pricing=all&requirements=off&sort_by=installed","EasyLocation ‑ GeoIP redirects","https://apps.shopify.com/easylocation?surface_detail=all&surface_inter_position=32&surface_intra_position=3&surface_type=category","EasyLocation ‑ GeoIP redirects","https://apps.shopify.com/partners/nexusmedia","NexusMedia OU","https://nexusmedia-ua.com/privacy-policy","https://nexusmedia-ua.com","Store design","4.4 of 5 stars","(14 reviews)","https://apps.shopifycdn.com/listing_images/3800ed46dc7c5198315273a56b432446/icon/817d2b613ef534ec3c7292063f1eba4b.png?height=84&width=84"
"1586365371-1927","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=71&pricing=all&requirements=off&sort_by=installed","NS8 Protect","https://apps.shopify.com/protect?surface_detail=all&surface_inter_position=71&surface_intra_position=13&surface_type=category","NS8 Protect","https://apps.shopify.com/partners/ns8","NS8 Inc.","https://www.ns8.com/policies/privacy/","https://docs.ns8.com/v2.0/docs/","Orders and shipping","5.0 of 5 stars","(15 reviews)","https://apps.shopifycdn.com/listing_images/f7fd698d4fc75aef431bbfd9401a871a/icon/1aee33801e8c080426fba1c5f08f860e.png?height=84&width=84"
"1586361854-1422","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=92&pricing=all&requirements=off&sort_by=installed","Team Showcase by Omega","https://apps.shopify.com/our-team-by-omega?surface_detail=all&surface_inter_position=92&surface_intra_position=14&surface_type=category","Team Showcase by Omega","https://apps.shopify.com/partners/omegaapps","Omega","https://www.omegatheme.com/privacy-policy-app","https://www.omegatheme.com/","Store design","3.7 of 5 stars","(3 reviews)","https://apps.shopifycdn.com/listing_images/699064d3834e653ca1c7c0dc705a2bf7/icon/f99741ba3d553cf4c9fd37d4e6e991e7.png?height=84&width=84"
"1586362127-1549","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=87&pricing=all&requirements=off&sort_by=installed","Cart Button Animator Ultimate","https://apps.shopify.com/add-motion-add-to-cart-buy-it-now-button-1?surface_detail=all&surface_inter_position=87&surface_intra_position=7&surface_type=category","Cart Button Animator Ultimate","https://apps.shopify.com/partners/kilatech","KILATECH","null","null","Store design","5.0 of 5 stars","(4 reviews)","https://apps.shopifycdn.com/listing_images/26cbc8a87391db25b3fff5bdc766c990/icon/9a3c1c97b2b68e1f0ceef7d7034fe32c.jpg?height=84&quality=90&width=84"
"1586365932-2147","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=62&pricing=all&requirements=off&sort_by=installed","Email Pirate","https://apps.shopify.com/email-pirate?surface_detail=all&surface_inter_position=62&surface_intra_position=9&surface_type=category","Email Pirate","https://apps.shopify.com/partners/levertech","Sticky Apps","null","http://www.addstickyapps.com","Marketing","4.3 of 5 stars","(135 reviews)","https://apps.shopifycdn.com/listing_images/d6e9b120d06a3024c4edf434935d828d/icon/89ef0b9671c57de9fb486faab8a8a583.jpg?height=84&quality=90&width=84"
"1586367315-2782","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=35&pricing=all&requirements=off&sort_by=installed","Happy Birthday Email Discounts","https://apps.shopify.com/happy-birthday-email?surface_detail=all&surface_inter_position=35&surface_intra_position=22&surface_type=category","Happy Birthday Email Discounts","https://apps.shopify.com/partners/unionworks","Union Works Apps","https://unionworks.co.uk/uw-apps/happy-birthday-email/support","https://unionworks.co.uk/uw-apps/happy-birthday-email/faqs","Marketing","5.0 of 5 stars","(110 reviews)","https://apps.shopifycdn.com/listing_images/150d5aef8ba4d91b3cf694ced5530e5d/icon/82a04f33dd9556adef5dc0c7a6649b6f.png?height=84&width=84"
"1586368430-3292","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=14&pricing=all&requirements=off&sort_by=installed","Sticky Cart by qikify","https://apps.shopify.com/sticky-cart-by-qikify?surface_detail=all&surface_inter_position=14&surface_intra_position=16&surface_type=category","Sticky Cart by qikify","https://apps.shopify.com/partners/qikify","qikify","https://support.qikify.com","https://support.qikify.com/portal/kb/qikify/sticky-cart","Store design","4.9 of 5 stars","(80 reviews)","https://apps.shopifycdn.com/listing_images/bbad554a18a68ef92fb949bb6c3fafb7/icon/932ebd8a0e3492cf6911440b46a24031.jpg?height=84&quality=90&width=84"
"1586367411-2827","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=34&pricing=all&requirements=off&sort_by=installed","COD Order Confirmation","https://apps.shopify.com/cod-order-confirmation?surface_detail=all&surface_inter_position=34&surface_intra_position=1&surface_type=category","COD Order Confirmation","https://apps.shopify.com/partners/softpulse-infotech","Softpulse Infotech","https://shopiapps.in/sapps/general-privacy-policy.html","https://shopiapps.in","Orders and shipping","4.1 of 5 stars","(47 reviews)","https://apps.shopifycdn.com/listing_images/3e6d8d52933df4a91e6d0fec9d3e28a5/icon/9b414bafc1de1d6d59390bbd038e65ca.jpg?height=84&quality=90&width=84"
"1586368042-3113","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=22&pricing=all&requirements=off&sort_by=installed","OrderLogic ‑ Min & Max Limits","https://apps.shopify.com/orderlogic?surface_detail=all&surface_inter_position=22&surface_intra_position=3&surface_type=category","OrderLogic ‑ Min & Max Limits","https://apps.shopify.com/partners/oiizes","Oiizes","https://www.orderlogicapp.com/privacy_policy.html","https://www.orderlogicapp.com/help","Store design","4.6 of 5 stars","(90 reviews)","https://apps.shopifycdn.com/listing_images/d629c9d5f66d3aa5cad24c581b1a35c3/icon/a598c9fd7da5f6025d97b02764860bb4.png?height=84&width=84"
"1586362153-1561","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=86&pricing=all&requirements=off&sort_by=installed","Rabbit SEO","https://apps.shopify.com/rabbitseo?surface_detail=all&surface_inter_position=86&surface_intra_position=19&surface_type=category","Rabbit SEO","https://apps.shopify.com/partners/developer-5cde2e0d575dd6af","RabbitSEO","https://www.rabbitseo.com/showTermsAndConditionsGuest","https://www.rabbitseo.com","Marketing","3.3 of 5 stars","(4 reviews)","https://apps.shopifycdn.com/listing_images/ca713cc5a3652ba328bb6ba3f92c6146/icon/079283d11f06200504549b2d31b6991e.jpg?height=84&quality=90&width=84"
"1586361544-1278","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=98&pricing=all&requirements=off&sort_by=installed","OMNA | Sell On Lazada & Shopee","https://apps.shopify.com/omna-2?surface_detail=all&surface_inter_position=98&surface_intra_position=14&surface_type=category","OMNA | Sell On Lazada & Shopee","https://apps.shopify.com/partners/omna-pte-ltd","OMNA Pte Ltd","https://www.omna.io","https://omna.freshdesk.com/support/home","Places to sell","2.5 of 5 stars","(11 reviews)","https://apps.shopifycdn.com/listing_images/31ddd1210bebda1fc14648022a2b4d1d/icon/cfd45d275b88768fe38a23fc5b72f906.jpg?height=84&quality=90&width=84"
"1586366020-2187","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=60&pricing=all&requirements=off&sort_by=installed","Marketplace in a Box","https://apps.shopify.com/io-marketcube?surface_detail=all&surface_inter_position=60&surface_intra_position=17&surface_type=category","Marketplace in a Box","https://apps.shopify.com/partners/sawan","Marketcube.io","http://support.marketcube.io","http://support.marketcube.io","Sales and conversion optimization","3.3 of 5 stars","(9 reviews)","https://apps.shopifycdn.com/listing_images/5baaa204176fd5136e83a61d93eeeb48/icon/ee57beacd95d70b9b8e5279c534d5c9a.png?height=84&width=84"
"1586369043-3571","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=3&pricing=all&requirements=off&sort_by=installed","Tidio Live Chat","https://apps.shopify.com/tidio-chat?surface_detail=all&surface_inter_position=3&surface_intra_position=1&surface_type=category","Tidio Live Chat","https://apps.shopify.com/partners/tidio","Tidio Ltd","https://www.tidio.com/en/privacy-policy","http://www.tidio.com","Customer support","4.8 of 5 stars","(876 reviews)","https://apps.shopifycdn.com/listing_images/c9308d01d0e596807cd697bab16009a1/icon/d0663f8b7de43594fbbaa617dba3d10f.png?height=84&width=84"
"1586368728-3429","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=8&pricing=all&requirements=off&sort_by=installed","Hotjar Install (Unofficial)","https://apps.shopify.com/hotjar?surface_detail=all&surface_inter_position=8&surface_intra_position=23&surface_type=category","Hotjar Install (Unofficial)","https://apps.shopify.com/partners/dualsided","Dualsided","http://www.dualsided.com/privacy-policy","http://www.dualsided.com/app-support","Reporting","4.5 of 5 stars","(65 reviews)","https://apps.shopifycdn.com/listing_images/c6f30291dfaf8c85f8c6bd7787b0a91c/icon/5a189ca5c921be96c40915c3859a9db6.png?height=84&width=84"
"1586368312-3237","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=16&pricing=all&requirements=off&sort_by=installed","Map + Store Locator","https://apps.shopify.com/powr-map?surface_detail=all&surface_inter_position=16&surface_intra_position=23&surface_type=category","Map + Store Locator","https://apps.shopify.com/partners/powr-io","POWr.io","https://www.powr.io","https://www.powr.io/knowledge-base","Store design","4.7 of 5 stars","(93 reviews)","https://apps.shopifycdn.com/listing_images/9e0e20dcbc05e5849a7f978ffba1d352/icon/5e90f1999d8743286e3090f8954dc4e9.png?height=84&width=84"
"1586362011-1495","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=89&pricing=all&requirements=off&sort_by=installed","UPS LTL Freight Quotes","https://apps.shopify.com/ups-ltl-freight-quotes?surface_detail=all&surface_inter_position=89&surface_intra_position=13&surface_type=category","UPS LTL Freight Quotes","https://apps.shopify.com/partners/developer-3873bf1f6423c796","Eniture Technology","https://eniture.com/shopify-ups-ltl-freight/","https://eniture.com/shopify-ups-ltl-freight/","Orders and shipping","4.5 of 5 stars","(4 reviews)","https://apps.shopifycdn.com/listing_images/326acf1805cff01f3415735e41f80b92/icon/fc861dbc6db2aa51cdb159dbae18c386.png?height=84&width=84"
"1586365660-2022","https://apps.shopify.com/browse/all?app_integration_kit=off&app_integration_pos=off&page=67&pricing=all&requirements=off&sort_by=installed","Volume & Discounted Pricing","https://apps.shopify.com/custom-pricing-discounts-by-appikon?surface_detail=all&surface_inter_position=67&surface_intra_position=14&surface_type=category","Volume & Discounted Pricing","https://apps.shopify.com/partners/appikon","Appikon","https://appikon.com","https://intercom.help/appikon/en/collections/2151722-discounted-pricing","Sales and conversion optimization","4.9 of 5 stars","(38 reviews)","https://apps.shopifycdn.com/listing_images/afc953dadfb5efc72cb90bad8492d100/icon/726ecd5404ed38f5f90e15bcc82a8773.png?height=84&width=84"
